Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
71357	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34298	0	0	0	0	0	0	0
71358	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34299	0	0	0	0	0	0	0
71359	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34300	0	0	0	0	0	0	0
71360	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34304	0	0	0	0	0	0	0
71361	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34305	0	0	0	0	0	0	0
71362	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34306	0	0	0	0	0	0	0
71363	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34307	0	0	0	0	0	0	0
71364	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34308	0	0	0	0	0	0	0
71365	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34309	0	0	0	0	0	0	0
71366	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34310	0	0	0	0	0	0	0
71367	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34311	0	0	0	0	0	0	0
71368	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34312	0	0	0	0	0	0	0
71369	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34313	0	0	0	0	0	0	0
71370	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34314	0	0	0	0	0	0	0
71371	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34315	0	0	0	0	0	0	0
71372	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34316	0	0	0	0	0	0	0
71373	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34318	0	0	0	0	0	0	0
71374	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34322	0	0	0	0	0	0	0
71375	?? ??? ?	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_PKDROP | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	86400	LIMIT_NONE	0	APPLY_MOUNT	20115	APPLY_ATTBONUS_MONSTER	20	APPLY_NONE	0	APPLY_NONE	0	1	34347	0	0	0	0	0	0	0
65200	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
65201	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
65204	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
65206	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
65208	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NOLAN1	25	APPLY_NOLAN2	25	APPLY_NOLAN3	25	APPLY_NONE	0	7	0	0	0	0	0	0	0	0
65211	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	0	0	0	0	0	0	0	0
65212	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NOLAN1	25	APPLY_NOLAN2	25	APPLY_NOLAN3	25	APPLY_NONE	0	11	0	0	0	0	0	0	0	0
65213	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NOLAN1	25	APPLY_NOLAN2	25	APPLY_NOLAN3	25	APPLY_NONE	0	12	0	0	0	0	0	0	0	0
65214	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	13	0	0	0	0	0	0	0	0
65215	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	14	0	0	0	0	0	0	0	0
85100	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	13	0	0	0	0	0	0	0	0
85101	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NOLAN1	25	APPLY_NOLAN2	25	APPLY_NOLAN3	25	APPLY_NONE	0	14	0	0	0	0	0	0	0	0
85102	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	0	0	0	0	0	0	0
85103	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	16	0	0	0	0	0	0	0	0
85104	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	17	0	0	0	0	0	0	0	0
85105	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	18	0	0	0	0	0	0	0	0
85107	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	0	0	0	0	0	0	0	0
85108	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	21	0	0	0	0	0	0	0	0
85109	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	22	0	0	0	0	0	0	0	0
85110	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	23	0	0	0	0	0	0	0	0
85111	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	24	0	0	0	0	0	0	0	0
85113	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	26	0	0	0	0	0	0	0	0
85114	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	27	0	0	0	0	0	0	0	0
85116	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	29	0	0	0	0	0	0	0	0
85117	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0
85118	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	31	0	0	0	0	0	0	0	0
85119	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	32	0	0	0	0	0	0	0	0
85120	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	33	0	0	0	0	0	0	0	0
85121	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34	0	0	0	0	0	0	0	0
85122	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	35	0	0	0	0	0	0	0	0
85123	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_NOLAN1	25	APPLY_NOLAN2	25	APPLY_NOLAN3	25	APPLY_NONE	0	36	0	0	0	0	0	0	0	0
85125	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	38	0	0	0	0	0	0	0	0
85126	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	39	0	0	0	0	0	0	0	0
85127	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	40	0	0	0	0	0	0	0	0
85128	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	41	0	0	0	0	0	0	0	0
85129	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	42	0	0	0	0	0	0	0	0
85130	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	43	0	0	0	0	0	0	0	0
85131	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	44	0	0	0	0	0	0	0	0
85132	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	45	0	0	0	0	0	0	0	0
85133	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	46	0	0	0	0	0	0	0	0
85134	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	47	0	0	0	0	0	0	0	0
85135	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	48	0	0	0	0	0	0	0	0
85136	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	49	0	0	0	0	0	0	0	0
85137	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	0	0	0	0	0	0	0	0
85139	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	52	0	0	0	0	0	0	0	0
85140	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	53	0	0	0	0	0	0	0	0
85141	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	54	0	0	0	0	0	0	0	0
85142	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	55	0	0	0	0	0	0	0	0
85143	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	56	0	0	0	0	0	0	0	0
85144	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	57	0	0	0	0	0	0	0	0
85145	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	58	0	0	0	0	0	0	0	0
85146	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	59	0	0	0	0	0	0	0	0
85147	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	0	0	0	0	0	0	0	0
85148	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	61	0	0	0	0	0	0	0	0
85149	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	62	0	0	0	0	0	0	0	0
85150	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	63	0	0	0	0	0	0	0	0
85151	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	64	0	0	0	0	0	0	0	0
85152	SHINING_SPECIAL	ITEM_SHINING	SHINING_SPECIAL	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	65	0	0	0	0	0	0	0	0
65100	SHINING_ARMOR	ITEM_SHINING	SHINING_ARMOR	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	1000	APPLY_ATTBONUS_MONSTER	30	APPLY_CRITICAL_PCT	10	APPLY_PENETRATE_PCT	10	0	0	0	0	0	0	0	0	0
65101	SHINING_ARMOR	ITEM_SHINING	SHINING_ARMOR	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	1000	APPLY_ATTBONUS_MONSTER	30	APPLY_CRITICAL_PCT	10	APPLY_PENETRATE_PCT	10	1	0	0	0	0	0	0	0	0
65102	SHINING_ARMOR	ITEM_SHINING	SHINING_ARMOR	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	1000	APPLY_ATTBONUS_MONSTER	30	APPLY_CRITICAL_PCT	10	APPLY_PENETRATE_PCT	10	2	0	0	0	0	0	0	0	0
65103	SHINING_ARMOR	ITEM_SHINING	SHINING_ARMOR	1	NONE	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	1000	APPLY_ATTBONUS_MONSTER	30	APPLY_CRITICAL_PCT	10	APPLY_PENETRATE_PCT	10	3	0	0	0	0	0	0	0	0
